,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
38,19.485,62.88,196.69,93.94,17.5,16.4,22.46,70.48,78.4,36.56,0.0,0.0,156.47,0.0,0.0,399.87
39,19.369999999999997,60.38,118.88,205.94,17.049999999999997,16.405,22.985,73.39,77.94,32.36,0.0,0.0,85.42,0.0,0.0,538.4
40,19.16,60.0,58.75,255.44,16.66,16.15,22.335,75.18,80.3,34.88,0.0,0.0,36.71,0.0,0.0,325.46
41,18.785,61.25,0.0,0.0,16.299999999999997,16.14,20.439999999999998,76.44,79.46,44.96,0.0,0.0,0.0,0.0,0.0,0.0
42,18.365,62.62,0.0,0.0,16.11,16.38,20.03,78.2,74.09,51.6,0.0,0.0,0.0,0.0,0.0,0.0
43,17.965,64.88,0.0,0.0,16.125,16.34,19.525,80.65,73.25,58.42,0.0,43.08,0.0,0.0,33.65,0.0
44,17.564999999999998,69.75,0.0,0.0,16.244999999999997,17.24,19.23,80.2,65.25,57.84,0.0,117.66,0.0,0.0,197.55,0.0
45,17.165,72.0,0.0,0.0,16.235,18.645,19.169999999999998,79.97,55.54,56.34,0.0,165.8,0.0,0.0,355.87,0.0
46,16.765,73.88,0.0,0.0,16.105,19.86,18.705,80.84,48.62,60.17,0.0,189.06,0.0,0.0,450.09,0.0
47,16.365,75.62,0.0,0.0,16.099999999999998,21.335,18.424999999999997,79.92,40.5,64.3,0.0,202.12,0.0,0.0,550.9,0.0
48,16.185,77.25,0.0,0.0,16.224999999999998,22.299999999999997,17.759999999999998,75.79,36.29,71.58,0.0,188.92,0.0,0.0,607.95,0.0
49,16.134999999999998,80.5,0.0,0.0,16.39,22.665,18.064999999999998,72.75,35.7,70.03,43.39,170.95,0.0,33.88,545.96,0.0
50,16.115,82.0,0.0,0.0,17.325,22.575,17.724999999999998,64.5,35.97,76.79,119.08,159.18,0.0,199.93,406.78,0.0
51,16.085,82.0,0.0,0.0,18.68,22.72,16.56,55.27,33.68,88.35,166.62,82.43,0.0,357.62,519.54,0.0
52,16.064999999999998,81.38,0.0,0.0,19.93,22.09,16.48,48.12,36.19,88.12,191.09,35.51,0.0,454.92,314.82,0.0
53,16.064999999999998,80.38,0.0,0.0,21.22,20.735,16.375,41.19,43.23,91.17,198.9,0.0,0.0,542.14,0.0,0.0
54,16.095,77.5,0.0,0.0,22.13,20.244999999999997,16.369999999999997,37.2,50.11,89.33,184.58,0.0,0.0,594.01,0.0,0.0
55,16.43,72.25,43.69,34.12,22.6,19.82,16.494999999999997,36.04,56.15,85.31,169.38,0.0,31.36,540.95,0.0,2.93
56,17.395,63.75,120.5,202.31,22.634999999999998,19.5,17.345,35.68,55.79,78.21,160.53,0.0,117.93,410.24,0.0,17.28
57,18.71,55.0,167.44,359.38,22.59,19.305,18.185,34.34,55.29,68.43,80.94,0.0,195.05,510.12,0.0,25.1
58,19.994999999999997,47.62,193.12,459.75,21.97,18.905,18.66,36.84,58.52,64.0,34.91,0.0,246.63,309.51,0.0,34.88
59,21.119999999999997,41.88,195.69,533.38,20.88,18.605,19.055,42.37,62.71,61.52,0.0,0.0,287.07,0.0,0.0,101.33
60,21.985,38.12,180.25,580.06,20.354999999999997,18.085,19.54,49.36,68.54,58.78,0.0,0.0,290.46,0.0,0.0,137.32
61,22.545,36.38,167.81,535.94,19.97,17.994999999999997,20.015,55.01,70.7,54.7,0.0,0.0,260.95,0.0,0.0,217.61
62,22.685,35.38,161.88,413.69,19.63,17.599999999999998,19.905,54.77,78.2,56.33,0.0,0.0,161.93,0.0,0.0,406.14
63,22.475,35.0,79.44,500.69,19.369999999999997,16.869999999999997,19.835,54.77,84.74,56.79,0.0,0.0,96.29,0.0,0.0,431.63
64,21.865,37.5,34.31,304.19,19.009999999999998,16.72,20.009999999999998,57.7,85.31,52.85,0.0,0.0,46.86,0.0,0.0,341.42
65,21.005,41.5,0.0,0.0,18.695,16.564999999999998,19.655,61.91,88.83,53.88,0.0,0.0,0.0,0.0,0.0,0.0
66,20.445,48.62,0.0,0.0,18.244999999999997,16.474999999999998,18.825,67.02,88.04,61.84,0.0,0.0,0.0,0.0,0.0,0.0
67,20.095,53.88,0.0,0.0,17.965,16.57,18.28,71.04,84.41,65.35,0.0,31.71,0.0,0.0,2.97,0.0
68,19.744999999999997,53.75,0.0,0.0,17.54,17.259999999999998,17.924999999999997,78.91,79.17,67.11,0.0,116.56,0.0,0.0,17.08,0.0
69,19.43,54.25,0.0,0.0,17.025,18.005,17.224999999999998,82.93,70.28,74.37,0.0,190.3,0.0,0.0,24.49,0.0
70,19.095,56.88,0.0,0.0,16.84,18.515,16.52,83.91,65.38,80.03,0.0,241.75,0.0,0.0,34.19,0.0
71,18.775,61.12,0.0,0.0,16.66,18.98,16.89,87.67,62.2,73.82,0.0,284.03,0.0,0.0,100.26,0.0
72,18.384999999999998,65.5,0.0,0.0,16.525,19.485,16.27,87.39,59.26,82.21,0.0,288.13,0.0,0.0,136.22,0.0
73,17.935,71.38,0.0,0.0,16.605,19.905,15.82,83.95,55.6,90.54,31.89,256.91,0.0,2.98,214.24,0.0
74,17.485,79.62,0.0,0.0,17.22,19.99,14.784999999999998,79.64,55.66,100.0,115.88,163.94,0.0,16.98,411.17,0.0
75,17.16,81.12,0.0,0.0,17.915,19.99,15.704999999999998,71.2,55.58,84.44,187.93,98.52,0.0,24.19,441.62,0.0
76,16.939999999999998,82.5,0.0,0.0,18.439999999999998,19.935,15.445,66.06,53.43,84.67,239.32,46.37,0.0,33.84,337.86,0.0
77,16.74,86.5,0.0,0.0,18.939999999999998,19.49,14.495,62.54,55.19,95.86,282.52,0.0,0.0,99.73,0.0,0.0
78,16.57,86.75,0.0,0.0,19.455,18.83,14.309999999999999,59.51,61.8,94.95,286.97,0.0,0.0,135.67,0.0,0.0
79,16.64,83.5,32.06,3.0,19.85,18.32,14.159999999999998,56.05,64.98,98.73,254.9,0.0,35.56,212.56,0.0,76.36
80,17.185,80.12,115.19,16.88,20.034999999999997,17.905,15.544999999999998,55.33,67.31,85.33,164.94,0.0,88.31,413.68,0.0,450.45
81,17.84,72.12,185.56,23.88,20.07,17.335,17.009999999999998,54.98,73.25,70.84,99.63,0.0,68.19,446.62,0.0,711.41
82,18.38,66.75,236.88,33.5,19.895,16.744999999999997,19.384999999999998,53.71,77.64,46.36,46.12,0.0,76.94,336.09,0.0,940.79
83,18.91,62.88,281.0,99.19,19.41,16.68,20.49,55.85,76.16,37.73,0.0,0.0,83.27,0.0,0.0,960.25
84,19.43,59.75,285.81,135.12,18.835,16.18,20.765,61.77,83.29,37.33,0.0,0.0,82.85,0.0,0.0,865.04
85,19.799999999999997,56.5,252.88,210.88,18.34,15.764999999999999,20.78,64.8,91.27,35.2,0.0,0.0,73.41,0.0,0.0,779.33
86,20.07,55.0,165.94,416.19,17.895,15.075,21.305,67.4,99.58,30.79,0.0,0.0,74.04,0.0,0.0,741.49
87,20.134999999999998,54.38,100.75,451.62,17.39,15.384999999999998,21.29,72.68,88.66,30.84,0.0,0.0,63.64,0.0,0.0,612.11
88,19.865,54.0,45.88,334.31,16.855,15.155,20.15,76.45,88.46,36.77,0.0,0.0,32.78,0.0,0.0,323.63
89,19.34,56.5,0.0,0.0,16.575,14.629999999999999,19.265,77.33,94.12,43.59,0.0,0.0,0.0,0.0,0.0,0.0
90,18.835,61.75,0.0,0.0,16.134999999999998,14.469999999999999,19.04,83.84,92.85,49.02,0.0,0.0,0.0,0.0,0.0,0.0
91,18.355,64.62,0.0,0.0,15.739999999999998,14.499999999999998,18.799999999999997,91.64,94.37,48.17,0.0,37.47,0.0,0.0,80.46,0.0
92,17.884999999999998,67.5,0.0,0.0,15.219999999999999,15.78,17.48,97.6,82.67,55.24,0.0,91.47,0.0,0.0,466.54,0.0
93,17.435,72.12,0.0,0.0,15.224999999999998,17.275,16.78,90.77,68.36,58.01,0.0,70.97,0.0,0.0,740.39,0.0
94,16.95,75.25,0.0,0.0,15.015,19.105,16.95,90.35,48.37,54.96,0.0,74.09,0.0,0.0,906.02,0.0
95,16.485,78.5,0.0,0.0,14.695,20.22,15.629999999999999,93.25,39.31,66.25,0.0,80.29,0.0,0.0,925.91,0.0
96,16.095,84.38,0.0,0.0,14.549999999999999,20.784999999999997,15.674999999999999,91.8,37.22,65.25,0.0,83.08,0.0,0.0,867.46,0.0
97,15.715,92.0,0.0,0.0,14.67,21.025,15.235,92.18,34.04,70.47,38.42,76.21,0.0,82.51,808.98,0.0
98,15.344999999999999,95.62,0.0,0.0,15.895,21.35,14.209999999999999,81.33,30.59,81.12,93.04,74.55,0.0,474.58,746.59,0.0
99,15.089999999999998,92.88,0.0,0.0,17.405,21.174999999999997,13.879999999999999,67.12,31.36,81.72,72.36,62.63,0.0,754.89,602.4,0.0
100,14.89,92.25,0.0,0.0,18.965,20.21,14.629999999999999,49.37,36.45,69.54,72.67,33.08,0.0,888.63,326.59,0.0
101,14.749999999999998,92.38,0.0,0.0,20.085,19.31,13.655,40.09,43.29,83.03,78.8,0.0,0.0,908.73,0.0,0.0
102,14.62,90.75,0.0,0.0,20.795,18.865,13.78,37.17,50.32,85.59,83.19,0.0,0.0,868.67,0.0,0.0
103,14.814999999999998,90.0,39.38,84.56,21.15,18.474999999999998,13.57,33.46,50.64,89.39,77.6,0.0,37.41,823.8,0.0,89.38
104,15.995,80.0,94.62,482.62,21.375,17.57,15.469999999999999,30.48,54.56,70.35,74.81,0.0,98.58,749.14,0.0,568.39
105,17.52,65.88,73.75,769.38,21.119999999999997,16.97,15.855,31.62,56.51,71.04,62.12,0.0,59.01,597.54,0.0,762.83
106,18.845,50.38,71.25,871.25,20.244999999999997,16.794999999999998,17.31,36.28,56.23,55.02,33.23,0.0,63.6,328.08,0.0,858.75
107,19.97,40.88,77.31,891.56,19.335,15.899999999999999,18.025,43.15,63.88,47.01,0.0,0.0,62.32,0.0,0.0,847.88
108,20.805,37.12,83.31,869.88,18.775,15.665,18.759999999999998,50.97,65.37,42.66,0.0,0.0,59.0,0.0,0.0,859.58
109,21.255,32.88,79.0,838.62,18.31,15.189999999999998,19.755,51.88,70.92,36.55,0.0,0.0,57.62,0.0,0.0,918.94
110,21.395,30.38,75.06,751.69,17.61,14.424999999999999,20.29,54.22,78.81,35.69,0.0,0.0,54.97,0.0,0.0,907.38
111,21.07,31.88,61.62,592.69,17.07,14.08,19.455,55.75,79.55,42.09,0.0,0.0,44.7,0.0,0.0,705.72
112,20.27,36.12,33.38,329.56,16.715,14.29,18.91,56.86,73.27,45.73,0.0,0.0,30.02,0.0,0.0,435.16
113,19.355,43.0,0.0,0.0,16.035,13.7,17.83,62.69,82.51,51.96,0.0,0.0,0.0,0.0,0.0,0.0
114,18.7,51.62,0.0,0.0,15.655,13.655,17.515,65.44,87.17,56.12,0.0,0.0,0.0,0.0,0.0,0.0
115,18.169999999999998,53.12,0.0,0.0,15.17,13.629999999999999,16.54,71.15,88.63,67.62,0.0,37.73,0.0,0.0,90.16,0.0
116,17.65,53.88,0.0,0.0,14.53,15.129999999999999,17.11,77.66,74.11,62.81,0.0,94.23,0.0,0.0,543.32,0.0
117,17.15,55.0,0.0,0.0,14.174999999999999,16.08,16.775,78.46,68.89,67.47,0.0,61.03,0.0,0.0,789.01,0.0
118,16.65,57.5,0.0,0.0,14.12,17.439999999999998,16.794999999999998,75.13,54.01,65.93,0.0,64.86,0.0,0.0,875.78,0.0
119,16.15,61.5,0.0,0.0,13.719999999999999,18.325,15.829999999999998,82.26,45.13,72.87,0.0,65.28,0.0,0.0,888.25,0.0
120,15.649999999999999,65.5,0.0,0.0,13.594999999999999,19.075,16.384999999999998,87.96,40.89,60.57,0.0,61.94,0.0,0.0,902.38,0.0
121,15.149999999999999,71.38,0.0,0.0,13.659999999999998,19.795,16.465,88.26,36.33,58.21,37.9,57.96,0.0,90.55,924.47,0.0
122,14.62,76.5,0.0,0.0,14.959999999999999,20.119999999999997,16.494999999999997,76.0,36.59,60.45,92.05,53.71,0.0,530.78,886.47,0.0
123,14.259999999999998,77.38,0.0,0.0,16.195,19.56,16.21,67.82,41.49,65.01,62.05,45.38,0.0,802.1,716.49,0.0
124,13.974999999999998,77.0,0.0,0.0,17.509999999999998,18.905,16.255,53.51,45.74,66.96,65.49,30.01,0.0,884.3,435.05,0.0
125,13.74,82.0,0.0,0.0,18.48,17.884999999999998,16.349999999999998,44.19,51.54,67.63,66.77,0.0,0.0,908.43,0.0,0.0
126,13.54,88.75,0.0,0.0,19.235,17.474999999999998,15.395,40.01,56.44,81.5,63.41,0.0,0.0,923.79,0.0,0.0
127,13.684999999999999,87.88,38.06,90.94,19.814999999999998,16.884999999999998,16.415,36.23,64.56,77.55,58.14,0.0,13.88,927.24,0.0,0.0
128,14.814999999999998,77.88,89.88,518.25,20.034999999999997,17.035,17.049999999999997,37.05,63.53,74.77,53.07,0.0,55.77,876.02,0.0,0.0
129,16.29,66.75,63.06,815.19,19.61,16.74,16.509999999999998,41.18,67.8,84.87,45.72,0.0,76.54,721.87,0.0,0.0
130,17.564999999999998,53.0,66.12,892.81,18.905,16.619999999999997,17.465,45.74,67.65,77.66,30.0,0.0,84.39,434.99,0.0,0.0
131,18.61,43.25,68.25,928.62,17.915,16.03,17.205,51.33,70.94,82.1,0.0,0.0,67.07,0.0,0.0,0.0
132,19.369999999999997,39.12,64.88,945.19,17.455,16.23,17.7,56.59,61.97,75.81,0.0,0.0,106.35,0.0,0.0,60.45
133,19.835,36.12,58.31,930.0,17.06,16.259999999999998,17.669999999999998,63.03,60.05,84.79,0.0,0.0,240.52,0.0,0.0,313.33
134,19.965,37.5,52.44,865.56,16.994999999999997,16.255,19.465,63.89,62.67,61.4,0.0,0.0,152.69,0.0,0.0,561.77
135,19.655,40.88,46.06,727.25,16.724999999999998,16.125,19.189999999999998,67.96,65.81,57.77,0.0,0.0,92.44,0.0,0.0,431.7
136,18.905,45.75,30.0,434.94,16.535,16.155,18.805,68.52,67.92,59.84,0.0,0.0,41.26,0.0,0.0,206.64
137,17.939999999999998,51.12,0.0,0.0,16.125,16.2,18.43,69.97,69.13,62.02,0.0,0.0,0.0,0.0,0.0,0.0
138,17.439999999999998,56.75,0.0,0.0,16.15,15.739999999999998,19.04,62.68,77.81,58.89,0.0,0.0,0.0,0.0,0.0,0.0
139,17.21,61.5,0.0,0.0,16.155,16.27,18.365,60.96,79.28,64.5,0.0,13.59,0.0,0.0,0.0,0.0
140,16.96,64.25,0.0,0.0,16.134999999999998,16.735,18.34,63.77,78.44,64.79,0.0,53.48,0.0,0.0,0.0,0.0
141,16.71,68.12,0.0,0.0,16.08,16.68,17.785,66.22,82.94,72.22,0.0,78.46,0.0,0.0,0.0,0.0
142,16.46,69.38,0.0,0.0,16.105,17.22,17.735,68.4,80.58,72.73,0.0,81.64,0.0,0.0,0.0,0.0
143,16.21,69.0,0.0,0.0,16.13,17.185,17.655,69.87,82.3,73.3,0.0,66.91,0.0,0.0,0.0,0.0
144,16.085,63.38,0.0,0.0,15.915,17.474999999999998,16.28,75.96,78.4,87.13,0.0,103.14,0.0,0.0,58.63,0.0
145,16.064999999999998,61.88,0.0,0.0,16.195,17.835,16.875,80.14,82.89,82.64,13.45,246.41,0.0,0.0,321.01,0.0
146,16.035,64.88,0.0,0.0,16.58,19.13,16.41,80.28,64.64,90.13,52.34,146.03,0.0,0.0,537.29,0.0
147,16.044999999999998,66.62,0.0,0.0,16.765,19.205,15.39,81.97,57.64,100.0,79.42,92.66,0.0,0.0,432.73,0.0
148,16.064999999999998,68.88,0.0,0.0,17.099999999999998,19.005,15.535,82.04,58.23,100.0,80.26,42.5,0.0,0.0,212.88,0.0
149,16.064999999999998,70.62,0.0,0.0,17.174999999999997,18.655,15.474999999999998,82.4,60.13,100.0,66.83,0.0,0.0,0.0,0.0,0.0
150,16.064999999999998,74.12,0.0,0.0,17.36,18.79,14.7,79.7,61.14,100.0,101.54,0.0,0.0,57.72,0.0,0.0
151,16.13,81.0,13.31,0.0,17.915,18.32,15.17,81.95,64.94,100.0,249.36,0.0,14.54,324.85,0.0,0.0
152,16.445,82.12,51.19,0.0,18.965,18.169999999999998,15.625,66.26,66.46,95.98,142.71,0.0,52.21,525.05,0.0,0.0
153,16.835,81.0,80.38,0.0,19.215,17.775,16.07,57.57,72.36,89.4,92.77,0.0,76.64,433.24,0.0,0.0
154,16.994999999999997,83.5,78.88,0.0,19.105,17.619999999999997,16.41,57.43,73.99,83.83,43.13,0.0,63.09,216.0,0.0,0.0
155,17.169999999999998,82.5,66.75,0.0,18.77,17.45,16.345,59.19,75.59,84.67,0.0,0.0,90.33,0.0,0.0,0.0
156,17.265,81.0,99.94,56.81,18.665,16.61,16.305,62.26,83.37,83.07,0.0,0.0,110.43,0.0,0.0,115.69
157,17.985,81.0,252.31,328.69,18.294999999999998,16.705,16.445,65.16,84.76,83.19,0.0,0.0,187.14,0.0,0.0,548.66
158,18.82,67.88,139.38,512.81,18.085,16.28,17.965,67.29,91.81,68.72,0.0,0.0,120.15,0.0,0.0,743.31
159,19.22,57.5,92.88,433.75,17.765,15.649999999999999,18.36,72.43,100.0,64.2,0.0,0.0,89.31,0.0,0.0,779.78
160,19.189999999999998,56.62,43.75,219.12,17.56,15.614999999999998,17.57,74.62,100.0,70.84,0.0,0.0,32.67,0.0,0.0,485.33
161,18.865,58.25,0.0,0.0,17.349999999999998,15.5,17.294999999999998,76.73,100.0,71.35,0.0,0.0,0.0,0.0,0.0,0.0
162,18.56,63.38,0.0,0.0,16.775,15.045,17.0,81.5,100.0,72.26,0.0,0.0,0.0,0.0,0.0,0.0
163,18.275,65.38,0.0,0.0,16.619999999999997,15.274999999999999,17.21,85.82,100.0,68.73,0.0,14.77,0.0,0.0,0.0,0.0
164,18.009999999999998,68.12,0.0,0.0,16.22,15.614999999999998,16.555,92.66,96.11,72.9,0.0,52.13,0.0,0.0,0.0,0.0
165,17.759999999999998,72.5,0.0,0.0,15.78,15.965,16.21,99.93,90.76,76.57,0.0,75.54,0.0,0.0,0.0,0.0
166,17.509999999999998,75.25,0.0,0.0,15.655,16.18,16.134999999999998,100.0,86.79,75.4,0.0,61.14,0.0,0.0,0.0,0.0
167,17.259999999999998,77.88,0.0,0.0,15.509999999999998,16.195,15.945,100.0,86.52,76.92,0.0,88.51,0.0,0.0,0.0,0.0
168,16.915,79.62,0.0,0.0,15.219999999999999,16.205,15.834999999999999,100.0,84.29,78.56,0.0,108.9,0.0,0.0,114.1,0.0
169,16.544999999999998,86.88,0.0,0.0,15.329999999999998,16.634999999999998,14.684999999999999,100.0,81.09,92.71,14.89,192.38,0.0,0.0,564.02,0.0
170,16.165,93.5,0.0,0.0,15.61,17.735,15.344999999999999,96.18,71.11,80.57,52.1,116.48,0.0,0.0,720.59,0.0
171,15.889999999999999,98.12,0.0,0.0,15.915,18.119999999999997,14.245,91.44,66.54,91.94,74.99,86.46,0.0,0.0,754.95,0.0
172,15.69,100.0,0.0,0.0,16.064999999999998,17.735,14.855,88.27,69.23,83.12,60.17,33.49,0.0,0.0,497.47,0.0
173,15.52,100.0,0.0,0.0,16.125,17.435,14.624999999999998,87.45,69.99,82.54,87.6,0.0,0.0,0.0,0.0,0.0
174,15.37,100.0,0.0,0.0,16.16,17.099999999999998,13.774999999999999,84.89,71.26,93.2,108.14,0.0,0.0,113.3,0.0,0.0
175,15.375,100.0,15.0,0.0,16.724999999999998,17.04,14.084999999999999,80.05,70.49,92.52,195.0,0.0,35.79,571.7,0.0,25.06
176,15.605,96.25,52.06,0.0,17.625,16.549999999999997,15.344999999999999,72.3,72.95,77.13,114.65,0.0,88.88,709.24,0.0,5.05
177,15.87,92.12,74.44,0.0,18.0,16.205,14.879999999999999,67.71,76.66,84.37,85.04,0.0,155.43,742.53,0.0,10.05
178,15.965,89.75,59.19,0.0,17.82,16.005,16.11,68.43,76.89,72.26,33.9,0.0,179.33,503.55,0.0,4.08
179,16.06,88.38,86.69,0.0,17.505,15.735,15.875,69.3,79.34,74.54,0.0,0.0,137.04,0.0,0.0,112.07
180,16.115,85.5,107.38,112.5,17.15,15.535,16.54,70.75,82.22,71.27,0.0,0.0,213.1,0.0,0.0,474.99
181,16.805,79.0,197.62,579.38,16.955,14.834999999999999,17.13,71.37,90.79,68.46,0.0,0.0,262.44,0.0,0.0,188.18
182,17.525,73.5,112.81,697.88,16.544999999999998,14.999999999999998,18.07,72.98,84.98,60.45,0.0,0.0,236.79,0.0,0.0,163.99
183,17.9,68.88,83.62,730.12,16.2,14.365,16.985,76.71,90.47,67.89,0.0,0.0,120.62,0.0,0.0,133.3
184,17.89,67.62,34.31,509.62,15.934999999999999,14.575,17.095,77.64,86.69,63.8,0.0,0.0,58.29,0.0,0.0,189.95
185,17.564999999999998,68.62,0.0,0.0,15.634999999999998,14.39,16.075,80.54,85.52,72.14,0.0,0.0,0.0,0.0,0.0,0.0
186,17.195,70.25,0.0,0.0,15.39,13.92,15.94,84.05,91.35,73.49,0.0,0.0,0.0,0.0,0.0,0.0
187,16.88,72.25,0.0,0.0,14.909999999999998,14.24,15.965,89.84,90.51,73.25,0.0,36.65,0.0,0.0,25.65,0.0
